unique_id,race,race_imputed,imputation_probability,date,city,state,zip,county,agencies,highest_force,armed,weapon,aggressive,fleeing,intended_use_of_force,GEOID
25710,Hispanic/Latino,Hispanic/Latino,,2019-03-13,Phoenix,AZ,85009,Maricopa,Phoenix Police Department,Gunshot,Unarmed,None,None,Fleeing/Foot,Deadly force,04013114402
25712,African-American/Black,African-American/Black,,2019-03-13,Greensburg,PA,15601,Westmoreland,Greensburg Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,42129803902
25704,European-American/White,European-American/White,,2019-03-12,Kalamazoo,MI,49007,Kalamazoo,Kalamazoo Public Safety,Gunshot,Armed,Firearm/Handgun,Used weapon,Not fleeing,Deadly force,26077000201
25705,African-American/Black,African-American/Black,,2019-03-12,Miami,FL,33128,Miami-Dade,Florida Highway Patrol,Gunshot,Unarmed,None,None/Police alleged vehicular assault,Fleeing/Vehicle,Deadly force,12086003603
25706,European-American/White,European-American/White,,2019-03-12,Waleska,GA,30183,Cherokee,Cherokee County Sheriff's Office,Gunshot,Armed,Firearm/Gun,Brandished weapon,Not fleeing,Deadly force,13057090202
25526,European-American/White,European-American/White,,2019-03-11,Burlington,VT,05401,Chittenden,Burlington Police Department,Beaten/Bludgeoned with instrument,Unarmed,None,Struggled,Not fleeing,Less-than-lethal force,50007003900
25701,Hispanic/Latino,Hispanic/Latino,,2019-03-11,Lakewood,CO,80232,Jefferson,Lakewood Police Department,Gunshot,Armed,Firearm/Gun,Used weapon,Fleeing/Vehicle,Deadly force,08059011804
25702,Race unspecified,European-American/White,0.963895029,2019-03-11,Westminster,MD,21157,Carroll,Maryland State Police,Gunshot,Armed,Edged weapon/Knife,Used weapon,Not fleeing,Deadly force,24013507801
25703,Asian/Pacific Islander,Asian/Pacific Islander,,2019-03-11,San Bernardino,CA,92410,San Bernardino,San Bernardino Police Department,Gunshot,Armed,Uncertain,Advanced toward officer(s),Not fleeing,Deadly force,06071005800
25698,Native American/Alaskan,Native American/Alaskan,,2019-03-10,Redding,CA,96002,Shasta,California Highway Patrol,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,06089011300
25700,European-American/White,European-American/White,,2019-03-10,Cofield,NC,27922,Hertford,Hertford County Chief Deputy Will Liverman,Gunshot,Armed,Firearm/Handgun,Uncertain,Not fleeing,Deadly force,37091950201
25691,European-American/White,European-American/White,,2019-03-09,Joelton,TN,37080,Davidson,Cheatham County Sheriff's Office,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,47021070103
25692,European-American/White,European-American/White,,2019-03-09,Phoenix,AZ,85008,Maricopa,Phoenix Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,04013111300
25693,European-American/White,European-American/White,,2019-03-09,Battle Creek,MI,49014,Calhoun,Calhoun County Sheriff's Office,Gunshot,Armed,Firearm/Shotgun,Self-inflicted injury,Not fleeing,Deadly force,26025000800
25694,Race unspecified,European-American/White,0.574449533,2019-03-09,Buckeye,AZ,85326,Maricopa,Arizona Department of Public Safety,Gunshot,Armed,Firearm/Handgun,Used weapon,Fleeing/Foot,Deadly force,04013050619
25696,African-American/Black,African-American/Black,,2019-03-09,Monahans,TX,79756,Ward,"Monahans Police Department, Ward County Sheriff's Office",Gunshot,Armed,Firearm/Handgun,Used weapon,Not fleeing,Deadly force,48475950200
25697,European-American/White,European-American/White,,2019-03-09,Quanah,TX,79252,Hardeman,Hardeman County Sheriff's Office,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,48197950100
25690,European-American/White,European-American/White,,2019-03-08,Athens,GA,30606,Clarke,Athens-Clarke County Police Department,Gunshot,Armed,Firearm/Replica firearm,Advanced toward officer(s),Not fleeing,Deadly force,13059002000
25687,Hispanic/Latino,Hispanic/Latino,,2019-03-07,Hazel Dell South,WA,98665,Clark,Vancouver Police Department,Gunshot,Armed,Firearm/Handgun,Sudden threatening movement,Not fleeing,Deadly force,53011040810
25688,European-American/White,European-American/White,,2019-03-07,Anchorage,AK,99508,Anchorage,Anchorage Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Fleeing/Foot,Deadly force,02020001601
25689,European-American/White,European-American/White,,2019-03-07,Jonesboro,AR,72401,Craighead,Jonesboro Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,05031000300
25686,African-American/Black,African-American/Black,,2019-03-06,Morgantown,WV,26505,Monongalia,U.S. Marshals Service,Gunshot,Armed,Firearm/Handgun,Used weapon,Fleeing/Foot,Deadly force,54061010104
25657,European-American/White,European-American/White,,2019-03-05,Jacksonville,FL,32216,Duval,Jacksonville Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,12031015805
25681,European-American/White,European-American/White,,2019-03-05,Muskogee,OK,74401,Muskogee,Muskogee Police Department,Gunshot,Armed,Edged weapon/Knife,Brandished weapon,Not fleeing,Deadly force,40101000200
25682,Race unspecified,European-American/White,0.918370989,2019-03-05,Springfield,MO,65807,Greene,U.S. Marshals Service,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,29077001200
25683,European-American/White,European-American/White,,2019-03-05,Greenville,MS,38701,Washington,Washington County Sheriff's Office,Gunshot,Unarmed,None,Uncertain,Not fleeing,Deadly force,28151001500
25684,Hispanic/Latino,Hispanic/Latino,,2019-03-05,Bakersfield,CA,93307,Kern,U.S. Marshals Service,Gunshot,Unarmed,None,None,Fleeing/Vehicle,Deadly force,06029001001
25685,Race unspecified,African-American/Black,0.914110789,2019-03-05,Decatur,GA,30035,DeKalb,DeKalb County Police Department,Gunshot,Armed,Firearm/Gun,Used weapon,Fleeing/Foot,Deadly force,13089023507
25653,Hispanic/Latino,Hispanic/Latino,,2019-03-04,San Antonio,TX,78249,Bexar,San Antonio Police Department,Gunshot,Armed,Firearm/Shotgun,Used weapon,Not fleeing,Deadly force,48029181809
25654,Hispanic/Latino,Hispanic/Latino,,2019-03-04,San Antonio,TX,78210,Bexar,San Antonio Police Department,Gunshot,Armed,Firearm/Gun,Used weapon,Fleeing/Vehicle,Deadly force,48029130300
25655,African-American/Black,African-American/Black,,2019-03-04,Des Moines,IA,50315,Polk,Des Moines Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Fleeing/Foot,Deadly force,19153004400
25656,African-American/Black,African-American/Black,,2019-03-04,Aurora,CO,80014,Arapahoe,Aurora Police Department,Gunshot,Armed,Edged weapon/Machete,Brandished weapon,Not fleeing,Deadly force,08005006854
25680,European-American/White,European-American/White,,2019-03-04,Rancho Mirage,CA,92270,Riverside,Riverside County Sheriff's Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,06065044918
25652,Race unspecified,European-American/White,0.919087095,2019-03-03,Glenoma,WA,98336,Lewis,Lewis County Sheriff's Office,Gunshot,Armed,Firearm/Pellet gun,Brandished weapon,Not fleeing,Deadly force,53041971900
28902,African-American/Black,African-American/Black,,2019-03-03,Las Vegas,NV,89102,Clark,Las Vegas Metropolitan Police Department,Asphyxiated/Restrained,Unarmed,None,Struggled,Not fleeing,Less-than-lethal force,32003002201
25647,European-American/White,European-American/White,,2019-03-02,Grayson,KY,41143,Carter,Kentucky State Police,Gunshot,Uncertain,Uncertain,Uncertain,Not fleeing,Deadly force,21043960601
25648,European-American/White,European-American/White,,2019-03-02,Mount Holly,NC,28120,Gaston,Mount Holly Police Department,Gunshot,Armed,Edged weapon/Sword,Brandished weapon,Fleeing/Foot,Deadly force,37071030206
25649,European-American/White,European-American/White,,2019-03-02,Fairchild,WI,54722,Eau Claire,Eau Claire County Sheriff's Office,Gunshot,Unarmed,None,Struggled,Not fleeing,Deadly force,55035000100
25650,Race unspecified,European-American/White,0.994775894,2019-03-02,Sebewaing,MI,48759,Huron,Michigan State Police,Gunshot,Armed,Firearm/Handgun,Used weapon,Not fleeing,Deadly force,26063950800
25642,Hispanic/Latino,Hispanic/Latino,,2019-03-01,Salinas,CA,93905,Monterey,Salinas Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,06053000600
25643,Asian/Pacific Islander,Asian/Pacific Islander,,2019-03-01,Honolulu,HI,96819,Honolulu,Hawaii Department of Public Safety,Gunshot,Unarmed,None,None,Fleeing/Foot,Deadly force,15003006000
25644,Race unspecified,European-American/White,0.889747719,2019-03-01,Waco,TX,76706,McLennan,Waco Police Department,Gunshot,Armed,Edged weapon/Knife,Used weapon,Fleeing/Foot,Deadly force,48309000402
25645,Hispanic/Latino,Hispanic/Latino,,2019-03-01,Fairfield,TX,75840,Freestone,Fairfield Police Department,Gunshot,Unarmed,None,Struggled,Not fleeing,Deadly force,48161000200
25640,Hispanic/Latino,Hispanic/Latino,,2019-02-28,Littleton,CO,80124,Douglas,Lone Tree Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Fleeing/Foot,Deadly force,08035014116
25641,European-American/White,European-American/White,,2019-02-28,Vancouver,WA,98660,Clark,Vancouver Police Department,Gunshot,Armed,Firearm/Replica firearm,Brandished weapon,Not fleeing,Deadly force,53011042400
25637,European-American/White,European-American/White,,2019-02-27,Struthers,OH,44471,Mahoning,"Youngstown Police Department, U.S. Federal Bureau of Investigation",Gunshot,Armed,Firearm/Rifle,Brandished weapon,Not fleeing,Deadly force,39099810600
25638,European-American/White,European-American/White,,2019-02-27,DeRidder,LA,70634,Beauregard,"DeRidder Police Department, Beauregard Parish Sheriff's Office",Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,22011960300
25639,African-American/Black,African-American/Black,,2019-02-27,Killeen,TX,76541,Bell,Killeen Police Department,Gunshot,Armed,Firearm/Handgun,Uncertain,Not fleeing,Deadly force,48027022900
25634,European-American/White,European-American/White,,2019-02-26,Huger,SC,29450,Berkeley,Berkeley County Sheriff's Office,Gunshot,Armed,Firearm/Rifle,Used weapon,Not fleeing,Deadly force,45015020405
25635,European-American/White,European-American/White,,2019-02-26,Townsend,GA,31331,McIntosh,Georgia State Patrol,Gunshot,Unarmed,None,None,Fleeing/Vehicle,Deadly force,13191110101
25636,European-American/White,European-American/White,,2019-02-26,Miltona,MN,56354,Douglas,Douglas County Sheriff's Office,Gunshot,Armed,Firearm/Shotgun,Brandished weapon,Not fleeing,Deadly force,27041450100
25630,Race unspecified,European-American/White,0.968423188,2019-02-25,Springfield,MO,65807,Greene,Springfield Police Department,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,29077001401
25631,European-American/White,European-American/White,,2019-02-25,Denver,CO,80204,Denver,Denver Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,08031001800
25629,European-American/White,European-American/White,,2019-02-24,Flint,MI,48503,Genesee,Flint Police Department,Gunshot,Uncertain,Uncertain,Uncertain,Uncertain,Deadly force,26049003100
6952,Hispanic/Latino,Hispanic/Latino,,2019-02-23,Greeley,CO,80634,Weld,Weld County Sheriff's Office,Beaten/Bludgeoned with instrument,Unarmed,None,Struggled,Not fleeing,Less-than-lethal force,08123001404
25624,European-American/White,European-American/White,,2019-02-23,Victorville,CA,92392,San Bernardino,San Bernardino County Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,06071009135
25625,European-American/White,European-American/White,,2019-02-23,Blountville,TN,37617,Sullivan,Sullivan County Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Self-inflicted injury,Not fleeing,Deadly force,47163042400
25627,European-American/White,European-American/White,,2019-02-23,Clarksville,TN,37042,Montgomery,Clarksville Police Department,Gunshot,Armed,Firearm/Handgun,Uncertain,Fleeing/Foot,Deadly force,47125101202
25628,European-American/White,European-American/White,,2019-02-23,Carrollton,TX,75006,Dallas,Carrollton Police Department,Gunshot,Armed,Firearm/Handgun,Advanced toward officer(s),Not fleeing,Deadly force,48113013717
25620,African-American/Black,African-American/Black,,2019-02-22,Little Rock,AR,72204,Pulaski,Little Rock Police Department,Gunshot,Armed,Firearm/Handgun,None/Police alleged vehicular assault,Fleeing/Vehicle,Deadly force,05119001300
25621,Middle Eastern,Middle Eastern,,2019-02-22,Boston,MA,02119,Suffolk,Boston Police Department,Gunshot,Armed,Firearm/Gun,Used weapon,Fleeing/Vehicle,Deadly force,25025080100
25622,Hispanic/Latino,Hispanic/Latino,,2019-02-22,Poteet,TX,78065,Atascosa,Texas Department of Public Safety,Gunshot,Armed,Edged weapon/Knife,Brandished weapon,Not fleeing,Deadly force,48013960300
25623,European-American/White,European-American/White,,2019-02-22,Walton,WV,25286,Roane,Roane County Sheriff's Office,Gunshot,Unarmed,None,Uncertain,Not fleeing,Deadly force,54087962901
25618,African-American/Black,African-American/Black,,2019-02-20,Willimantic,CT,06226,Windham,"Connecticut State Police, Willimantic Police Department, Norwich Police Department",Gunshot,Unarmed,None,Sudden threatening movement,Fleeing/Foot,Deadly force,09015800400
25619,Asian/Pacific Islander,Asian/Pacific Islander,,2019-02-20,Mililani,HI,96789,Honolulu,Honolulu Police Department,Gunshot,Unarmed,None,None/Police alleged vehicular assault,Not fleeing,Deadly force,15003008918
28423,European-American/White,European-American/White,,2019-02-20,Maple Grove,MN,55369,Hennepin,Maple Grove Police Department,Asphyxiated/Restrained,Unarmed,None,Struggled,Fleeing/Foot,Less-than-lethal force,27053026708
25616,African-American/Black,African-American/Black,,2019-02-19,Randallstown,MD,21133,Baltimore,Baltimore County Police Department,Gunshot,Armed,Edged weapon/Machete,Advanced toward officer(s),Not fleeing,Deadly force,24005402602
25617,Asian/Pacific Islander,Asian/Pacific Islander,,2019-02-19,Vancouver,WA,98664,Clark,Vancouver Police Department,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,53011041208
25675,European-American/White,European-American/White,,2019-02-19,Horn Lake,MS,38637,DeSoto,Memphis Police Department,Gunshot,Armed,Edged weapon/Knife,Used weapon,Not fleeing,Deadly force,28033070210
25609,Asian/Pacific Islander,Asian/Pacific Islander,,2019-02-18,Honolulu,HI,96813,Honolulu,Hawaii Department of Public Safety,Gunshot,Unarmed,None,Struggled,Not fleeing,Deadly force,15003003900
25610,African-American/Black,African-American/Black,,2019-02-18,Pelahatchie,MS,39145,Rankin,"Rankin County Sheriff's Office, Pelahatchie Police Department",Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,28121020105
25604,Race unspecified,Race unspecified,,2019-02-17,Tazewell,TN,37879,Claiborne,Tennessee Highway Patrol,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Fleeing/Foot,Deadly force,47025970900
25605,European-American/White,European-American/White,,2019-02-17,Montgomery,AL,36105,Montgomery,Montgomery County Sheriff's Office,Gunshot,Armed,Firearm/Gun,Self-inflicted injury,Fleeing/Vehicle,Deadly force,01101005904
25606,Hispanic/Latino,Hispanic/Latino,,2019-02-17,Napa,CA,94559,Napa,Napa County Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Used weapon,Fleeing/Vehicle,Deadly force,06055201102
25608,African-American/Black,African-American/Black,,2019-02-17,New Orleans,LA,70112,Orleans,"New Orleans Police Department, Louisiana State Police",Gunshot,Armed,Firearm/Handgun,Used weapon,Fleeing/Foot,Deadly force,22071013400
25673,African-American/Black,African-American/Black,,2019-02-17,Lithia Springs,GA,30122,Douglas,U.S. Immigration and Customs Enforcement,Gunshot,Armed,Firearm/Replica firearm,Brandished weapon,Not fleeing,Deadly force,13097080105
25598,Asian/Pacific Islander,Asian/Pacific Islander,,2019-02-16,Clinton,MS,39056,Hinds,Clinton Police Department,Gunshot,Unarmed,None,None,Not fleeing,Deadly force,28049010304
25599,Asian/Pacific Islander,Asian/Pacific Islander,,2019-02-16,Clinton,MS,39056,Hinds,Clinton Police Department,Gunshot,Unarmed,None,None,Not fleeing,Deadly force,28049010304
25600,Asian/Pacific Islander,Asian/Pacific Islander,,2019-02-16,Clinton,MS,39056,Hinds,Clinton Police Department,Gunshot,Unarmed,None,None,Not fleeing,Deadly force,28049010304
25601,African-American/Black,African-American/Black,,2019-02-16,Chicago,IL,60623,Cook,Chicago Police Department,Gunshot,Uncertain,Uncertain,Uncertain,Fleeing/Foot,Deadly force,17031292500
25602,Asian/Pacific Islander,Asian/Pacific Islander,,2019-02-16,Clinton,MS,39056,Hinds,Clinton Police Department,Gunshot,Armed,Firearm/Gun,Sudden threatening movement,Not fleeing,Deadly force,28049010304
25603,Asian/Pacific Islander,Asian/Pacific Islander,,2019-02-16,Clinton,MS,39056,Hinds,Clinton Police Department,Gunshot,Unarmed,None,None,Not fleeing,Deadly force,28049010304
25596,African-American/Black,African-American/Black,,2019-02-15,Aurora,IL,60506,Kane,Aurora Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Not fleeing,Deadly force,17089854700
25597,European-American/White,European-American/White,,2019-02-15,Auburn,AL,36832,Lee,Auburn Police Department,Gunshot,Unarmed,None,None,Not fleeing,No,01081040606
25592,European-American/White,European-American/White,,2019-02-14,Hubbard,MN,56467,Hubbard,Hubbard County Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Self-inflicted injury,Not fleeing,Deadly force,27057070400
25593,European-American/White,European-American/White,,2019-02-14,San Jose,CA,95131,Santa Clara,San Jose Police Department,Gunshot,Armed,Firearm/Shotgun,Brandished weapon,Fleeing/Foot,Deadly force,06085505006
25594,Hispanic/Latino,Hispanic/Latino,,2019-02-14,Los Angeles,CA,90017,Los Angeles,Los Angeles Police Department,Gunshot,Armed,Edged weapon/Knife,Brandished weapon,Not fleeing,Deadly force,06037207711
25670,African-American/Black,African-American/Black,,2019-02-14,Corpus Christi,TX,78418,Nueces,U.S. Navy Security Forces,Gunshot,Uncertain,Uncertain,Advanced toward officer(s),Not fleeing,Deadly force,48355002900
25671,African-American/Black,African-American/Black,,2019-02-14,Jackson,MS,39204,Hinds,Jackson Police Department,Asphyxiated/Restrained,Unarmed,None,Struggled,Not fleeing,Less-than-lethal force,28049003300
25590,European-American/White,European-American/White,,2019-02-13,Apex,NC,27539,Wake,U.S. Federal Bureau of Investigation,Gunshot,Armed,Firearm/Gun,Struggled,Not fleeing,Deadly force,37183053431
25591,European-American/White,European-American/White,,2019-02-13,Menallen Township,PA,17304,Adams,Pennsylvania State Police,Gunshot,Armed,Edged weapon/Knife,Used weapon,Not fleeing,Deadly force,42001030300
25583,African-American/Black,African-American/Black,,2019-02-12,Defiance,OH,43512,Defiance,Defiance Police Department,Gunshot,Armed,Edged weapon/Knife,Brandished weapon,Not fleeing,Deadly force,39039958800
25584,African-American/Black,African-American/Black,,2019-02-12,Cinco Ranch,TX,77450,Fort Bend,Texas Department of Public Safety,Gunshot,Armed,Firearm/Gun,Used weapon,Fleeing/Vehicle,Deadly force,48157673005
25585,European-American/White,European-American/White,,2019-02-12,Fairbanks,AK,99712,Fairbanks North Star,Fairbanks Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,02090001902
25587,European-American/White,European-American/White,,2019-02-12,Merced,CA,95341,Merced,"Merced County Sheriff's Office, Merced Police Department",Gunshot,Armed,Firearm/Handgun,Used weapon,Not fleeing,Deadly force,06047001501
25589,African-American/Black,African-American/Black,,2019-02-12,Cinco Ranch,TX,77450,Fort Bend,Texas Department of Public Safety,Gunshot,Armed,Firearm/Gun,Used weapon,Fleeing/Vehicle,Deadly force,48157673005
25668,European-American/White,European-American/White,,2019-02-12,Richmond Hill,NY,11418,Queens,City of New York Police Department,Gunshot,Armed,Firearm/Gun,None,Not fleeing,Deadly force,36081014400
25577,European-American/White,European-American/White,,2019-02-11,Montgomery,WV,25136,Fayette,Montgomery Police Department,Gunshot,Uncertain,Uncertain,Uncertain,Uncertain,Deadly force,54039012100
25578,Asian/Pacific Islander,Asian/Pacific Islander,,2019-02-11,Redding,CA,96002,Shasta,Redding Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Fleeing/Foot,Deadly force,06089011209
25579,African-American/Black,African-American/Black,,2019-02-11,Crestwood,KY,40014,Oldham,Kentucky State Police,Gunshot,Unarmed,None,None,Fleeing/Vehicle,Deadly force,21185030704
25580,African-American/Black,African-American/Black,,2019-02-11,Crestwood,KY,40014,Oldham,Kentucky State Police,Gunshot,Armed,Firearm/Handgun,Used weapon,Fleeing/Vehicle,Deadly force,21185030704
25582,Hispanic/Latino,Hispanic/Latino,,2019-02-11,Fullerton,CA,92833,Orange,Fullerton Police Department,Tasered,Unarmed,None,Struggled,Not fleeing,Less-than-lethal force,06059001801
25575,European-American/White,European-American/White,,2019-02-10,Waukesha,WI,53189,Waukesha,Waukesha Police Department,Gunshot,Armed,Edged weapon/Knife,Brandished weapon,Not fleeing,Deadly force,55133202301
25576,African-American/Black,African-American/Black,,2019-02-10,Greenville,SC,29605,Greenville,Greenville County Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Used weapon,Not fleeing,Deadly force,45045002103
25569,European-American/White,European-American/White,,2019-02-09,Del City,OK,73115,Oklahoma,Del City Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Not fleeing,Deadly force,40109107804
25570,European-American/White,European-American/White,,2019-02-09,Virginia Beach,VA,23462,Virginia Beach City,Virginia Beach Police Department,Gunshot,Armed,Edged weapon/Knife,Sudden threatening movement,Not fleeing,Deadly force,51810046010
25571,Hispanic/Latino,Hispanic/Latino,,2019-02-09,Bailey,NC,27807,Nash,Nash County Sheriff's Office,Gunshot,Armed,Firearm/Rifle,Brandished weapon,Not fleeing,Deadly force,37127011300
25573,African-American/Black,African-American/Black,,2019-02-09,Vallejo,CA,94591,Solano,Vallejo Police Department,Gunshot,Armed,Firearm/Handgun,Sudden threatening movement,Not fleeing,Deadly force,06095250105
25566,European-American/White,European-American/White,,2019-02-08,Bakersfield,CA,93311,Kern,California Highway Patrol,Gunshot,Armed,Uncertain,Advanced toward officer(s),Not fleeing,Deadly force,06029006600
25567,European-American/White,European-American/White,,2019-02-08,Barberton,OH,44203,Summit,Barberton Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Not fleeing,Deadly force,39153531701
25568,Race unspecified,African-American/Black,0.761441593,2019-02-08,New York City,NY,10002,New York,City of New York Police Department,Gunshot,Armed,Edged weapon/Knife,Used weapon,Not fleeing,Deadly force,36061000600
30923,European-American/White,European-American/White,,2019-02-08,Concord,CA,94520,Contra Costa,Concord Police Department,Asphyxiated/Restrained,,,,,Less-than-lethal force,06013315000
25559,Hispanic/Latino,Hispanic/Latino,,2019-02-07,Seattle,WA,98133,King,Seattle Police Department,Gunshot,Armed,Edged weapon/Knife,Brandished weapon,Not fleeing,Deadly force,53033001300
25560,Race unspecified,Hispanic/Latino,0.937908113,2019-02-07,Edinburg,TX,78541,Hidalgo,Edinburg Police Department,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,48215023518
25561,European-American/White,European-American/White,,2019-02-07,Memphis,TN,38134,Shelby,Shelby County Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Used weapon,Not fleeing,Deadly force,47157021111
25562,European-American/White,European-American/White,,2019-02-07,Madera,CA,93637,Madera,Madera Police Department,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,06039000602
25563,European-American/White,European-American/White,,2019-02-07,McHenry,MS,39561,Stone,Mississippi Highway Patrol,Gunshot,Armed,Firearm/Gun,Used weapon,Fleeing/Vehicle,Deadly force,28131020205
25564,European-American/White,European-American/White,,2019-02-07,Snyder,TX,79549,Scurry,Snyder Police Department,Gunshot,Unarmed,None,Struggled,Not fleeing,Deadly force,48415950300
25565,Race unspecified,Race unspecified,,2019-02-07,Banning,CA,92220,Riverside,Banning Police Department,Gunshot,Uncertain,Uncertain,Uncertain,Uncertain,Deadly force,06065044200
25556,African-American/Black,African-American/Black,,2019-02-06,Murfreesboro,TN,37129,Rutherford,Rutherford County Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,47149040501
25558,European-American/White,European-American/White,,2019-02-06,La Salle,CO,80645,Weld,La Salle Police Department,Gunshot,Armed,Firearm/Shotgun,Brandished weapon,Not fleeing,Deadly force,08123001700
25659,African-American/Black,African-American/Black,,2019-02-06,Joliet,IL,60436,Will,Joliet Police Department,Gunshot,Armed,Edged weapon/Box cutter,Struggled,Not fleeing,Deadly force,17197882000
25660,African-American/Black,African-American/Black,,2019-02-06,Indianapolis,IN,46226,Marion,Indianapolis Metropolitan Police Department,Asphyxiated/Restrained,Unarmed,None,Struggled,Not fleeing,Less-than-lethal force,18097330900
25555,African-American/Black,African-American/Black,,2019-02-05,Shreveport,LA,71109,Caddo,Shreveport Police Department,Gunshot,Armed,Firearm/Handgun,Self-inflicted injury,Fleeing/Foot,Deadly force,22017980000
25551,African-American/Black,African-American/Black,,2019-02-04,Farmville,VA,23901,Prince Edward,Virginia State Police,Gunshot,Armed,Firearm/Gun,Used weapon,Not fleeing,Deadly force,51049930200
25552,European-American/White,European-American/White,,2019-02-04,Orlando,FL,32821,Orange,Orange County Sheriff's Office,Gunshot,Unarmed,None,None,Not fleeing,No,12095017022
25554,European-American/White,European-American/White,,2019-02-04,Clarksburg,WV,26301,Harrison,Clarksburg Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,54033030200
25581,European-American/White,European-American/White,,2019-02-04,Phoenix,AZ,85308,Maricopa,Phoenix Police Department,Tasered,Unarmed,None,Struggled,Not fleeing,Less-than-lethal force,04013614400
3167,Hispanic/Latino,Hispanic/Latino,,2019-02-03,Waukegan,IL,60087,Lake,Waukegan Police Department,Gunshot,Unarmed,None,None/Police alleged vehicular assault,Fleeing/Vehicle,Deadly force,17097860400
25519,European-American/White,European-American/White,,2019-02-03,Orange Park,FL,32065,Clay,Clay County Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,12019030903
25520,European-American/White,European-American/White,,2019-02-03,Flagstaff,AZ,86004,Coconino,Flagstaff Police Department,Gunshot,Armed,Edged weapon/Knife,Brandished weapon,Not fleeing,Deadly force,04005000800
25516,Race unspecified,African-American/Black,0.609172451,2019-02-02,Stockton,CA,95207,San Joaquin,Stockton Police Department,Gunshot,Armed,Edged weapon/Knife,Used weapon,Not fleeing,Deadly force,06077003109
25517,African-American/Black,African-American/Black,,2019-02-02,Buford,GA,30518,Gwinnett,Gwinnett County Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,13135050113
25515,Race unspecified,Hispanic/Latino,0.995078254,2019-02-01,Denver,CO,80219,Denver,Jefferson County Sheriff's Office,Gunshot,Unarmed,None,Sudden threatening movement,Fleeing/Vehicle,Deadly force,08031001000
27364,Race unspecified,Hispanic/Latino,0.996812181,2019-01-31,Passaic,NJ,07055,Passaic,Passaic Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,34031175501
25512,European-American/White,European-American/White,,2019-01-30,Midland,TX,79706,Midland,Midland County Sheriff's Office,Gunshot,Armed,Firearm/Gun,Brandished weapon,Not fleeing,Deadly force,48329010119
25513,European-American/White,European-American/White,,2019-01-30,Phoenix,AZ,85020,Maricopa,Phoenix Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,04013106300
25510,Hispanic/Latino,Hispanic/Latino,,2019-01-29,Austin,TX,78744,Travis,Austin Police Department,Gunshot,Armed,Firearm/Gun,Brandished weapon,Not fleeing,Deadly force,48453002432
